
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
12273.6,,Surface,4,Image 1,1,0,
10905.5,,Surface,4,Image 1,1,1,
11982.9,,Surface,4,Image 1,1,2,
12652.9,,Surface,4,Image 1,1,3,
12641.7,,Surface,4,Image 1,1,4,
10648.4,,Surface,4,Image 1,1,5,
12000.6,,Surface,4,Image 1,1,6,
9636.06,,Surface,4,Image 1,1,7,
12455.5,,Surface,4,Image 1,1,8,
12226.6,,Surface,4,Image 1,1,9,
12136,,Surface,4,Image 1,1,10,
12046,,Surface,4,Image 1,1,11,
12122.3,,Surface,4,Image 1,1,12,
10454.6,,Surface,4,Image 1,1,13,
11649.1,,Surface,4,Image 1,1,14,
11599.6,,Surface,4,Image 1,1,15,
12089.8,,Surface,4,Image 1,1,16,
