
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
20,,Surface,2,Image 1,1,0,
22,,Surface,2,Image 1,1,1,
22,,Surface,2,Image 1,1,2,
52,,Surface,2,Image 1,1,3,
29,,Surface,2,Image 1,1,4,
49,,Surface,2,Image 1,1,5,
27,,Surface,2,Image 1,1,6,
45,,Surface,2,Image 1,1,7,
38,,Surface,2,Image 1,1,8,
5,,Surface,2,Image 1,1,9,
48,,Surface,2,Image 1,1,10,
30,,Surface,2,Image 1,1,11,
33,,Surface,2,Image 1,1,12,
37,,Surface,2,Image 1,1,13,
11,,Surface,2,Image 1,1,14,
31,,Surface,2,Image 1,1,15,
0,,Surface,2,Image 1,1,16,
