
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
332,,Surface,3,Image 1,1,0,
404,,Surface,3,Image 1,1,1,
260,,Surface,3,Image 1,1,2,
542,,Surface,3,Image 1,1,3,
277,,Surface,3,Image 1,1,4,
451,,Surface,3,Image 1,1,5,
276,,Surface,3,Image 1,1,6,
307,,Surface,3,Image 1,1,7,
319,,Surface,3,Image 1,1,8,
223,,Surface,3,Image 1,1,9,
345,,Surface,3,Image 1,1,10,
241,,Surface,3,Image 1,1,11,
251,,Surface,3,Image 1,1,12,
302,,Surface,3,Image 1,1,13,
177,,Surface,3,Image 1,1,14,
334,,Surface,3,Image 1,1,15,
164,,Surface,3,Image 1,1,16,
