
Intensity Max Ch=7 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
15615,,Surface,7,Image 1,1,0,
22898,,Surface,7,Image 1,1,1,
35542,,Surface,7,Image 1,1,2,
14090,,Surface,7,Image 1,1,3,
60809,,Surface,7,Image 1,1,4,
65535,,Surface,7,Image 1,1,5,
31706,,Surface,7,Image 1,1,6,
12102,,Surface,7,Image 1,1,7,
29056,,Surface,7,Image 1,1,8,
65535,,Surface,7,Image 1,1,9,
9803,,Surface,7,Image 1,1,10,
13382,,Surface,7,Image 1,1,11,
37977,,Surface,7,Image 1,1,12,
0,,Surface,7,Image 1,1,13,
29547,,Surface,7,Image 1,1,14,
39965,,Surface,7,Image 1,1,15,
8322,,Surface,7,Image 1,1,16,
