
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
469.149,um,Surface,Distance from Origin,1,0,
379.898,um,Surface,Distance from Origin,1,1,
386.829,um,Surface,Distance from Origin,1,2,
335.337,um,Surface,Distance from Origin,1,3,
340.149,um,Surface,Distance from Origin,1,4,
326.888,um,Surface,Distance from Origin,1,5,
319.847,um,Surface,Distance from Origin,1,6,
288.765,um,Surface,Distance from Origin,1,7,
257.464,um,Surface,Distance from Origin,1,8,
280.602,um,Surface,Distance from Origin,1,9,
289.547,um,Surface,Distance from Origin,1,10,
290.695,um,Surface,Distance from Origin,1,11,
220.282,um,Surface,Distance from Origin,1,12,
220.89,um,Surface,Distance from Origin,1,13,
238.72,um,Surface,Distance from Origin,1,14,
185.235,um,Surface,Distance from Origin,1,15,
99.2253,um,Surface,Distance from Origin,1,16,
