
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
666.712,,Surface,7,Image 1,1,0,
591.663,,Surface,7,Image 1,1,1,
715.651,,Surface,7,Image 1,1,2,
338.073,,Surface,7,Image 1,1,3,
1706.28,,Surface,7,Image 1,1,4,
1772.07,,Surface,7,Image 1,1,5,
551.563,,Surface,7,Image 1,1,6,
161.169,,Surface,7,Image 1,1,7,
795.977,,Surface,7,Image 1,1,8,
1994.9,,Surface,7,Image 1,1,9,
100.276,,Surface,7,Image 1,1,10,
250.351,,Surface,7,Image 1,1,11,
683.146,,Surface,7,Image 1,1,12,
0,,Surface,7,Image 1,1,13,
701.944,,Surface,7,Image 1,1,14,
936.019,,Surface,7,Image 1,1,15,
20.4759,,Surface,7,Image 1,1,16,
