
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
58.8651,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
106.179,um,Surface,Image 1,1,3,
41.009,um,Surface,Image 1,1,4,
38.002,um,Surface,Image 1,1,5,
36.1202,um,Surface,Image 1,1,6,
71.2365,um,Surface,Image 1,1,7,
132.043,um,Surface,Image 1,1,8,
96.8272,um,Surface,Image 1,1,9,
30.2368,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
126.321,um,Surface,Image 1,1,12,
84.5142,um,Surface,Image 1,1,13,
26.9126,um,Surface,Image 1,1,14,
9.37532,um,Surface,Image 1,1,15,
2.35531,um,Surface,Image 1,1,16,
