
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
343.176,319.723,10.4125,um,Surface,Position,1,0,
261.373,275.527,9.54924,um,Surface,Position,1,1,
173.754,345.126,18.274,um,Surface,Position,1,2,
237.535,236.281,14.108,um,Surface,Position,1,3,
195.226,278.191,14.0634,um,Surface,Position,1,4,
142.162,294.145,11.1558,um,Surface,Position,1,5,
286.878,140.719,14.2006,um,Surface,Position,1,6,
104.152,269.025,12.7768,um,Surface,Position,1,7,
197.17,164.873,15.1243,um,Surface,Position,1,8,
170.895,222.2,12.6292,um,Surface,Position,1,9,
285.981,44.5654,8.17195,um,Surface,Position,1,10,
289.87,15.7308,15.2171,um,Surface,Position,1,11,
165.101,145.138,14.1716,um,Surface,Position,1,12,
198.129,96.7712,13.1324,um,Surface,Position,1,13,
52.9803,232.293,14.8401,um,Surface,Position,1,14,
29.2282,182.445,13.0947,um,Surface,Position,1,15,
93.7123,27.7325,17.1631,um,Surface,Position,1,16,
