
Area
 ==================== 
Area,Unit,Category,Time,ID,
1948.35,um^2,Surface,1,0,
3157.96,um^2,Surface,1,1,
3523.22,um^2,Surface,1,2,
979.233,um^2,Surface,1,3,
10260.7,um^2,Surface,1,4,
3375.53,um^2,Surface,1,5,
9638.07,um^2,Surface,1,6,
1274.99,um^2,Surface,1,7,
4065.12,um^2,Surface,1,8,
14425.3,um^2,Surface,1,9,
1366.35,um^2,Surface,1,10,
3077.88,um^2,Surface,1,11,
3095.48,um^2,Surface,1,12,
1197.09,um^2,Surface,1,13,
6519.74,um^2,Surface,1,14,
4406.03,um^2,Surface,1,15,
6534.55,um^2,Surface,1,16,
