
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3973.45,,Surface,5,Image 1,1,0,
4382.35,,Surface,5,Image 1,1,1,
3234.27,,Surface,5,Image 1,1,2,
3050.77,,Surface,5,Image 1,1,3,
3663.01,,Surface,5,Image 1,1,4,
3695.68,,Surface,5,Image 1,1,5,
2602.1,,Surface,5,Image 1,1,6,
1616.1,,Surface,5,Image 1,1,7,
2854.97,,Surface,5,Image 1,1,8,
3722,,Surface,5,Image 1,1,9,
2515.72,,Surface,5,Image 1,1,10,
2489.73,,Surface,5,Image 1,1,11,
4392.22,,Surface,5,Image 1,1,12,
1950.15,,Surface,5,Image 1,1,13,
3433.64,,Surface,5,Image 1,1,14,
2650.19,,Surface,5,Image 1,1,15,
3397.12,,Surface,5,Image 1,1,16,
