
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.48471e+09,,Surface,4,Image 1,1,0,
1.84258e+09,,Surface,4,Image 1,1,1,
3.41191e+09,,Surface,4,Image 1,1,2,
9.64721e+08,,Surface,4,Image 1,1,3,
1.325e+10,,Surface,4,Image 1,1,4,
2.10728e+09,,Surface,4,Image 1,1,5,
1.14539e+10,,Surface,4,Image 1,1,6,
6.28148e+08,,Surface,4,Image 1,1,7,
5.54121e+09,,Surface,4,Image 1,1,8,
1.93784e+10,,Surface,4,Image 1,1,9,
1.07778e+09,,Surface,4,Image 1,1,10,
2.8397e+09,,Surface,4,Image 1,1,11,
3.46018e+09,,Surface,4,Image 1,1,12,
7.70553e+08,,Surface,4,Image 1,1,13,
7.30272e+09,,Surface,4,Image 1,1,14,
4.32621e+09,,Surface,4,Image 1,1,15,
7.10592e+09,,Surface,4,Image 1,1,16,
