
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
4357.83,,Surface,1,Image 1,1,0,
5682.79,,Surface,1,Image 1,1,1,
6094.2,,Surface,1,Image 1,1,2,
5777.49,,Surface,1,Image 1,1,3,
2542.59,,Surface,1,Image 1,1,4,
3341.92,,Surface,1,Image 1,1,5,
3354.6,,Surface,1,Image 1,1,6,
2066.32,,Surface,1,Image 1,1,7,
4801.13,,Surface,1,Image 1,1,8,
1791.57,,Surface,1,Image 1,1,9,
4960.51,,Surface,1,Image 1,1,10,
5237.86,,Surface,1,Image 1,1,11,
3426.96,,Surface,1,Image 1,1,12,
2271.95,,Surface,1,Image 1,1,13,
