
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
392.557,um,Surface,Distance from Origin,1,0,
410.603,um,Surface,Distance from Origin,1,1,
382.729,um,Surface,Distance from Origin,1,2,
314.763,um,Surface,Distance from Origin,1,3,
278.874,um,Surface,Distance from Origin,1,4,
289.037,um,Surface,Distance from Origin,1,5,
273.458,um,Surface,Distance from Origin,1,6,
255.051,um,Surface,Distance from Origin,1,7,
248.332,um,Surface,Distance from Origin,1,8,
255.453,um,Surface,Distance from Origin,1,9,
223.54,um,Surface,Distance from Origin,1,10,
193.86,um,Surface,Distance from Origin,1,11,
168.828,um,Surface,Distance from Origin,1,12,
61.4479,um,Surface,Distance from Origin,1,13,
