
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
4,,Surface,2,Image 1,1,0,
110,,Surface,2,Image 1,1,1,
128,,Surface,2,Image 1,1,2,
12,,Surface,2,Image 1,1,3,
79,,Surface,2,Image 1,1,4,
79,,Surface,2,Image 1,1,5,
68,,Surface,2,Image 1,1,6,
95,,Surface,2,Image 1,1,7,
51,,Surface,2,Image 1,1,8,
51,,Surface,2,Image 1,1,9,
28,,Surface,2,Image 1,1,10,
40,,Surface,2,Image 1,1,11,
86,,Surface,2,Image 1,1,12,
56,,Surface,2,Image 1,1,13,
36,,Surface,2,Image 1,1,14,
