
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
3426,,Surface,4,Image 1,1,0,
4203,,Surface,4,Image 1,1,1,
4170,,Surface,4,Image 1,1,2,
2984,,Surface,4,Image 1,1,3,
3378,,Surface,4,Image 1,1,4,
3758,,Surface,4,Image 1,1,5,
3682,,Surface,4,Image 1,1,6,
3856,,Surface,4,Image 1,1,7,
2631,,Surface,4,Image 1,1,8,
2600,,Surface,4,Image 1,1,9,
3360,,Surface,4,Image 1,1,10,
3026,,Surface,4,Image 1,1,11,
3495,,Surface,4,Image 1,1,12,
3193,,Surface,4,Image 1,1,13,
3595,,Surface,4,Image 1,1,14,
