
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
289.863,317.145,17.0989,um,Surface,Position,1,0,
271.725,199.269,15.0267,um,Surface,Position,1,1,
187.801,268.993,10.3976,um,Surface,Position,1,2,
144.152,321.277,18.071,um,Surface,Position,1,3,
341.248,99.7381,12.0456,um,Surface,Position,1,4,
41.7056,350.494,14.3908,um,Surface,Position,1,5,
113.528,286.892,14.3204,um,Surface,Position,1,6,
134.078,269.173,9.80301,um,Surface,Position,1,7,
201.92,202.989,11.4799,um,Surface,Position,1,8,
230.616,118.048,11.3608,um,Surface,Position,1,9,
156.591,176.386,18.0874,um,Surface,Position,1,10,
273.326,17.4287,11.1972,um,Surface,Position,1,11,
234.809,15.8522,15.4725,um,Surface,Position,1,12,
85.7905,199.715,13.2559,um,Surface,Position,1,13,
190.141,11.7816,11.8026,um,Surface,Position,1,14,
