
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
4038.54,,Surface,1,Image 1,1,0,
4888.4,,Surface,1,Image 1,1,1,
6767.96,,Surface,1,Image 1,1,2,
6833.2,,Surface,1,Image 1,1,3,
4504.6,,Surface,1,Image 1,1,4,
3816.91,,Surface,1,Image 1,1,5,
5478.5,,Surface,1,Image 1,1,6,
4622.15,,Surface,1,Image 1,1,7,
8295.19,,Surface,1,Image 1,1,8,
7094.52,,Surface,1,Image 1,1,9,
5590.25,,Surface,1,Image 1,1,10,
4229.55,,Surface,1,Image 1,1,11,
5966.42,,Surface,1,Image 1,1,12,
6420.23,,Surface,1,Image 1,1,13,
4985.76,,Surface,1,Image 1,1,14,
