
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3981.99,,Surface,6,Image 1,1,0,
4787.78,,Surface,6,Image 1,1,1,
2272.76,,Surface,6,Image 1,1,2,
6814.64,,Surface,6,Image 1,1,3,
4110.17,,Surface,6,Image 1,1,4,
3448.12,,Surface,6,Image 1,1,5,
5522.45,,Surface,6,Image 1,1,6,
3312.65,,Surface,6,Image 1,1,7,
8194.54,,Surface,6,Image 1,1,8,
6298.61,,Surface,6,Image 1,1,9,
5615.82,,Surface,6,Image 1,1,10,
4193.66,,Surface,6,Image 1,1,11,
5701.12,,Surface,6,Image 1,1,12,
5942.35,,Surface,6,Image 1,1,13,
4843.53,,Surface,6,Image 1,1,14,
