
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
4.86227e+09,,Surface,4,Image 1,1,0,
8.51347e+08,,Surface,4,Image 1,1,1,
6.64178e+08,,Surface,4,Image 1,1,2,
5.2159e+09,,Surface,4,Image 1,1,3,
2.02566e+09,,Surface,4,Image 1,1,4,
7.17245e+08,,Surface,4,Image 1,1,5,
2.45111e+09,,Surface,4,Image 1,1,6,
6.41857e+08,,Surface,4,Image 1,1,7,
1.51801e+10,,Surface,4,Image 1,1,8,
3.36223e+09,,Surface,4,Image 1,1,9,
3.7887e+09,,Surface,4,Image 1,1,10,
5.34456e+09,,Surface,4,Image 1,1,11,
7.86833e+08,,Surface,4,Image 1,1,12,
2.78538e+10,,Surface,4,Image 1,1,13,
6.80895e+09,,Surface,4,Image 1,1,14,
