
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
2551.1,,Surface,3,Image 1,1,0,
2642.8,,Surface,3,Image 1,1,1,
2563.92,,Surface,3,Image 1,1,2,
1895.03,,Surface,3,Image 1,1,3,
2311.86,,Surface,3,Image 1,1,4,
2639.34,,Surface,3,Image 1,1,5,
2667.04,,Surface,3,Image 1,1,6,
2036.21,,Surface,3,Image 1,1,7,
3193.18,,Surface,3,Image 1,1,8,
2467.85,,Surface,3,Image 1,1,9,
3961.04,,Surface,3,Image 1,1,10,
4181.74,,Surface,3,Image 1,1,11,
2369.64,,Surface,3,Image 1,1,12,
2027.29,,Surface,3,Image 1,1,13,
2018.88,,Surface,3,Image 1,1,14,
3911.27,,Surface,3,Image 1,1,15,
