
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
445.675,um,Surface,Distance from Origin,1,0,
389.265,um,Surface,Distance from Origin,1,1,
359.786,um,Surface,Distance from Origin,1,2,
291.165,um,Surface,Distance from Origin,1,3,
293.958,um,Surface,Distance from Origin,1,4,
345.107,um,Surface,Distance from Origin,1,5,
281.204,um,Surface,Distance from Origin,1,6,
204.328,um,Surface,Distance from Origin,1,7,
265.81,um,Surface,Distance from Origin,1,8,
228.371,um,Surface,Distance from Origin,1,9,
181.278,um,Surface,Distance from Origin,1,10,
197.596,um,Surface,Distance from Origin,1,11,
161.196,um,Surface,Distance from Origin,1,12,
201.964,um,Surface,Distance from Origin,1,13,
189.77,um,Surface,Distance from Origin,1,14,
84.4865,um,Surface,Distance from Origin,1,15,
