
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
324.171,304.341,30.2648,um,Surface,Position,1,0,
326.414,210.034,29.4425,um,Surface,Position,1,1,
198.892,298.273,30.3483,um,Surface,Position,1,2,
194.931,214.751,25.6988,um,Surface,Position,1,3,
221.869,190.47,30.1077,um,Surface,Position,1,4,
95.7248,330.169,30.3989,um,Surface,Position,1,5,
244.279,136.895,25.7598,um,Surface,Position,1,6,
137.398,149.251,24.4128,um,Surface,Position,1,7,
264.518,7.0335,25.213,um,Surface,Position,1,8,
87.293,208.698,31.2798,um,Surface,Position,1,9,
165.07,68.0408,31.37,um,Surface,Position,1,10,
30.6255,192.253,33.8414,um,Surface,Position,1,11,
115.37,106.854,35.4465,um,Surface,Position,1,12,
193.712,52.4452,22.688,um,Surface,Position,1,13,
5.84837,187.561,28.2662,um,Surface,Position,1,14,
80.0549,8.65862,25.5772,um,Surface,Position,1,15,
