
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2817.53,,Surface,1,Image 1,1,0,
3607.8,,Surface,1,Image 1,1,1,
4000.55,,Surface,1,Image 1,1,2,
2626.91,,Surface,1,Image 1,1,3,
3776.27,,Surface,1,Image 1,1,4,
3649.55,,Surface,1,Image 1,1,5,
4011.16,,Surface,1,Image 1,1,6,
1184.71,,Surface,1,Image 1,1,7,
2426.95,,Surface,1,Image 1,1,8,
2715.85,,Surface,1,Image 1,1,9,
3227.53,,Surface,1,Image 1,1,10,
1354.44,,Surface,1,Image 1,1,11,
3597.02,,Surface,1,Image 1,1,12,
1237.73,,Surface,1,Image 1,1,13,
1226.2,,Surface,1,Image 1,1,14,
3295.97,,Surface,1,Image 1,1,15,
