
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
84,,Surface,3,Image 1,1,0,
143,,Surface,3,Image 1,1,1,
117,,Surface,3,Image 1,1,2,
230,,Surface,3,Image 1,1,3,
102,,Surface,3,Image 1,1,4,
211,,Surface,3,Image 1,1,5,
148,,Surface,3,Image 1,1,6,
333,,Surface,3,Image 1,1,7,
262,,Surface,3,Image 1,1,8,
140,,Surface,3,Image 1,1,9,
342,,Surface,3,Image 1,1,10,
290,,Surface,3,Image 1,1,11,
119,,Surface,3,Image 1,1,12,
197,,Surface,3,Image 1,1,13,
212,,Surface,3,Image 1,1,14,
302,,Surface,3,Image 1,1,15,
