
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
635.66,,Surface,2,Image 1,1,0,
602.2,,Surface,2,Image 1,1,1,
657.79,,Surface,2,Image 1,1,2,
668.144,,Surface,2,Image 1,1,3,
517.7,,Surface,2,Image 1,1,4,
771.608,,Surface,2,Image 1,1,5,
875.841,,Surface,2,Image 1,1,6,
543.981,,Surface,2,Image 1,1,7,
462.488,,Surface,2,Image 1,1,8,
657.518,,Surface,2,Image 1,1,9,
614.171,,Surface,2,Image 1,1,10,
459.08,,Surface,2,Image 1,1,11,
2473.05,,Surface,2,Image 1,1,12,
503.62,,Surface,2,Image 1,1,13,
638.101,,Surface,2,Image 1,1,14,
489.06,,Surface,2,Image 1,1,15,
