
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
542,,Surface,3,Image 1,1,0,
581,,Surface,3,Image 1,1,1,
869,,Surface,3,Image 1,1,2,
1317,,Surface,3,Image 1,1,3,
784,,Surface,3,Image 1,1,4,
1118,,Surface,3,Image 1,1,5,
706,,Surface,3,Image 1,1,6,
837,,Surface,3,Image 1,1,7,
1002,,Surface,3,Image 1,1,8,
915,,Surface,3,Image 1,1,9,
777,,Surface,3,Image 1,1,10,
1073,,Surface,3,Image 1,1,11,
732,,Surface,3,Image 1,1,12,
527,,Surface,3,Image 1,1,13,
1111,,Surface,3,Image 1,1,14,
718,,Surface,3,Image 1,1,15,
292,,Surface,3,Image 1,1,16,
276,,Surface,3,Image 1,1,17,
530,,Surface,3,Image 1,1,18,
723,,Surface,3,Image 1,1,19,
