
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2948,,Surface,4,Image 1,1,0,
3611,,Surface,4,Image 1,1,1,
3898,,Surface,4,Image 1,1,2,
3732,,Surface,4,Image 1,1,3,
4012,,Surface,4,Image 1,1,4,
3799,,Surface,4,Image 1,1,5,
3097,,Surface,4,Image 1,1,6,
2907,,Surface,4,Image 1,1,7,
3844,,Surface,4,Image 1,1,8,
3960,,Surface,4,Image 1,1,9,
3996,,Surface,4,Image 1,1,10,
3496,,Surface,4,Image 1,1,11,
2465,,Surface,4,Image 1,1,12,
3412,,Surface,4,Image 1,1,13,
3594,,Surface,4,Image 1,1,14,
3540,,Surface,4,Image 1,1,15,
3739,,Surface,4,Image 1,1,16,
2103,,Surface,4,Image 1,1,17,
3034,,Surface,4,Image 1,1,18,
4064,,Surface,4,Image 1,1,19,
