
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
441.429,um,Surface,Distance from Origin,1,0,
411.277,um,Surface,Distance from Origin,1,1,
368.133,um,Surface,Distance from Origin,1,2,
340.185,um,Surface,Distance from Origin,1,3,
351.667,um,Surface,Distance from Origin,1,4,
320.789,um,Surface,Distance from Origin,1,5,
338.001,um,Surface,Distance from Origin,1,6,
289.488,um,Surface,Distance from Origin,1,7,
292.439,um,Surface,Distance from Origin,1,8,
350.246,um,Surface,Distance from Origin,1,9,
347.226,um,Surface,Distance from Origin,1,10,
233.693,um,Surface,Distance from Origin,1,11,
262.752,um,Surface,Distance from Origin,1,12,
227.178,um,Surface,Distance from Origin,1,13,
190.011,um,Surface,Distance from Origin,1,14,
195.064,um,Surface,Distance from Origin,1,15,
199.624,um,Surface,Distance from Origin,1,16,
168.092,um,Surface,Distance from Origin,1,17,
175.159,um,Surface,Distance from Origin,1,18,
126.48,um,Surface,Distance from Origin,1,19,
