
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.0445611,,Surface,1,0,
0.0628012,,Surface,1,1,
0.133471,,Surface,1,2,
0.155243,,Surface,1,3,
0.153742,,Surface,1,4,
0.049383,,Surface,1,5,
0.168443,,Surface,1,6,
0.20381,,Surface,1,7,
0.289924,,Surface,1,8,
0.581934,,Surface,1,9,
0.410976,,Surface,1,10,
0.0863542,,Surface,1,11,
0.460335,,Surface,1,12,
0.115741,,Surface,1,13,
0.149854,,Surface,1,14,
0.191784,,Surface,1,15,
0.240435,,Surface,1,16,
0.229461,,Surface,1,17,
0.0917932,,Surface,1,18,
0.103703,,Surface,1,19,
