
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
116.855,,Surface,7,Image 1,1,0,
35.8399,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
137.464,,Surface,7,Image 1,1,3,
0,,Surface,7,Image 1,1,4,
692.143,,Surface,7,Image 1,1,5,
884.298,,Surface,7,Image 1,1,6,
0,,Surface,7,Image 1,1,7,
0,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
0,,Surface,7,Image 1,1,10,
1594.26,,Surface,7,Image 1,1,11,
130.512,,Surface,7,Image 1,1,12,
0,,Surface,7,Image 1,1,13,
614.628,,Surface,7,Image 1,1,14,
398.132,,Surface,7,Image 1,1,15,
0,,Surface,7,Image 1,1,16,
9329.61,,Surface,7,Image 1,1,17,
784.494,,Surface,7,Image 1,1,18,
265.75,,Surface,7,Image 1,1,19,
