
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
986.566,,Surface,5,Image 1,1,0,
644.875,,Surface,5,Image 1,1,1,
96.8613,,Surface,5,Image 1,1,2,
2175.56,,Surface,5,Image 1,1,3,
459.776,,Surface,5,Image 1,1,4,
2994.06,,Surface,5,Image 1,1,5,
931.239,,Surface,5,Image 1,1,6,
619.608,,Surface,5,Image 1,1,7,
128.141,,Surface,5,Image 1,1,8,
634.733,,Surface,5,Image 1,1,9,
143.855,,Surface,5,Image 1,1,10,
713.91,,Surface,5,Image 1,1,11,
699.809,,Surface,5,Image 1,1,12,
656.118,,Surface,5,Image 1,1,13,
1467.61,,Surface,5,Image 1,1,14,
535.257,,Surface,5,Image 1,1,15,
365.933,,Surface,5,Image 1,1,16,
2702.64,,Surface,5,Image 1,1,17,
1391.56,,Surface,5,Image 1,1,18,
423.227,,Surface,5,Image 1,1,19,
