
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
308.121,315.91,11.0441,um,Surface,Position,1,0,
335.614,237.494,10.3916,um,Surface,Position,1,1,
338.116,145.197,10.8351,um,Surface,Position,1,2,
220.287,259.053,9.55968,um,Surface,Position,1,3,
330.055,120.744,12.4199,um,Surface,Position,1,4,
235.333,217.782,9.741,um,Surface,Position,1,5,
155.691,299.724,13.0464,um,Surface,Position,1,6,
227.615,177.93,18.3266,um,Surface,Position,1,7,
260.024,133.222,12.6502,um,Surface,Position,1,8,
22.1721,349.365,11.1592,um,Surface,Position,1,9,
346.638,15.1464,13.3428,um,Surface,Position,1,10,
122.29,198.903,9.75032,um,Surface,Position,1,11,
34.7007,260.038,14.6465,um,Surface,Position,1,12,
194.754,116.102,14.1751,um,Surface,Position,1,13,
144.664,122.617,11.8895,um,Surface,Position,1,14,
114.464,157.49,12.0267,um,Surface,Position,1,15,
31.0596,196.567,15.6938,um,Surface,Position,1,16,
28.3923,165.486,7.93455,um,Surface,Position,1,17,
167.19,50.9764,11.3865,um,Surface,Position,1,18,
15.8692,124.79,13.1389,um,Surface,Position,1,19,
