
Area
 ==================== 
Area,Unit,Category,Time,ID,
13478.9,um^2,Surface,1,0,
3829.65,um^2,Surface,1,1,
1081.75,um^2,Surface,1,2,
1135.93,um^2,Surface,1,3,
2184.6,um^2,Surface,1,4,
2281.41,um^2,Surface,1,5,
4754.72,um^2,Surface,1,6,
929.793,um^2,Surface,1,7,
960.654,um^2,Surface,1,8,
1519.83,um^2,Surface,1,9,
2439.02,um^2,Surface,1,10,
1311.16,um^2,Surface,1,11,
3277.64,um^2,Surface,1,12,
8687.08,um^2,Surface,1,13,
1812.21,um^2,Surface,1,14,
5472.03,um^2,Surface,1,15,
7040.49,um^2,Surface,1,16,
1466.52,um^2,Surface,1,17,
11499.2,um^2,Surface,1,18,
6242.96,um^2,Surface,1,19,
