
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.289629,,Surface,1,0,
0.480703,,Surface,1,1,
0.458685,,Surface,1,2,
0.476322,,Surface,1,3,
0.521284,,Surface,1,4,
0.332181,,Surface,1,5,
0.431338,,Surface,1,6,
0.56952,,Surface,1,7,
0.545802,,Surface,1,8,
0.374117,,Surface,1,9,
0.465892,,Surface,1,10,
0.429115,,Surface,1,11,
0.356511,,Surface,1,12,
0.411875,,Surface,1,13,
0.479619,,Surface,1,14,
0.243093,,Surface,1,15,
0.36218,,Surface,1,16,
0.586799,,Surface,1,17,
0.397352,,Surface,1,18,
0.46933,,Surface,1,19,
