
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
22936.1,um^3,Surface,1,0,
7427.25,um^3,Surface,1,1,
1039.29,um^3,Surface,1,2,
1183.45,um^3,Surface,1,3,
3613.64,um^3,Surface,1,4,
1961.74,um^3,Surface,1,5,
8733.49,um^3,Surface,1,6,
1145.82,um^3,Surface,1,7,
1128.96,um^3,Surface,1,8,
1274.9,um^3,Surface,1,9,
3601.84,um^3,Surface,1,10,
1254.92,um^3,Surface,1,11,
3756,um^3,Surface,1,12,
20124.9,um^3,Surface,1,13,
2409.53,um^3,Surface,1,14,
4562.02,um^3,Surface,1,15,
12107.8,um^3,Surface,1,16,
2373.77,um^3,Surface,1,17,
29042.9,um^3,Surface,1,18,
14913.4,um^3,Surface,1,19,
