
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
390.548,um,Surface,Distance from Origin,1,0,
404.324,um,Surface,Distance from Origin,1,1,
376.963,um,Surface,Distance from Origin,1,2,
325.517,um,Surface,Distance from Origin,1,3,
351.34,um,Surface,Distance from Origin,1,4,
322.274,um,Surface,Distance from Origin,1,5,
321.273,um,Surface,Distance from Origin,1,6,
354.789,um,Surface,Distance from Origin,1,7,
300.303,um,Surface,Distance from Origin,1,8,
296.102,um,Surface,Distance from Origin,1,9,
243.343,um,Surface,Distance from Origin,1,10,
284.504,um,Surface,Distance from Origin,1,11,
242.288,um,Surface,Distance from Origin,1,12,
272.237,um,Surface,Distance from Origin,1,13,
249.211,um,Surface,Distance from Origin,1,14,
216.352,um,Surface,Distance from Origin,1,15,
143.441,um,Surface,Distance from Origin,1,16,
104.092,um,Surface,Distance from Origin,1,17,
