
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.682733,,Surface,1,0,
0.505217,,Surface,1,1,
0.925681,,Surface,1,2,
0.591513,,Surface,1,3,
0.44183,,Surface,1,4,
0.560002,,Surface,1,5,
0.603058,,Surface,1,6,
0.481945,,Surface,1,7,
0.82273,,Surface,1,8,
0.374447,,Surface,1,9,
0.693312,,Surface,1,10,
0.74543,,Surface,1,11,
0.553796,,Surface,1,12,
0.349461,,Surface,1,13,
0.720859,,Surface,1,14,
0.770587,,Surface,1,15,
0.627538,,Surface,1,16,
0.522251,,Surface,1,17,
