
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
82,,Surface,2,Image 1,1,0,
20,,Surface,2,Image 1,1,1,
1,,Surface,2,Image 1,1,2,
241,,Surface,2,Image 1,1,3,
38,,Surface,2,Image 1,1,4,
4,,Surface,2,Image 1,1,5,
195,,Surface,2,Image 1,1,6,
3,,Surface,2,Image 1,1,7,
64,,Surface,2,Image 1,1,8,
234,,Surface,2,Image 1,1,9,
211,,Surface,2,Image 1,1,10,
19,,Surface,2,Image 1,1,11,
290,,Surface,2,Image 1,1,12,
32,,Surface,2,Image 1,1,13,
22,,Surface,2,Image 1,1,14,
46,,Surface,2,Image 1,1,15,
4,,Surface,2,Image 1,1,16,
36,,Surface,2,Image 1,1,17,
