
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
9.65955e+08,,Surface,7,Image 1,1,0,
9.18545e+08,,Surface,7,Image 1,1,1,
4.79048e+09,,Surface,7,Image 1,1,2,
2.57193e+08,,Surface,7,Image 1,1,3,
2.42538e+09,,Surface,7,Image 1,1,4,
2.64343e+09,,Surface,7,Image 1,1,5,
1.42028e+08,,Surface,7,Image 1,1,6,
1.2119e+09,,Surface,7,Image 1,1,7,
6.68499e+08,,Surface,7,Image 1,1,8,
3.28184e+08,,Surface,7,Image 1,1,9,
9.32567e+08,,Surface,7,Image 1,1,10,
1.43162e+09,,Surface,7,Image 1,1,11,
8.44009e+07,,Surface,7,Image 1,1,12,
2.26598e+09,,Surface,7,Image 1,1,13,
7.69674e+08,,Surface,7,Image 1,1,14,
1.53078e+09,,Surface,7,Image 1,1,15,
8.1892e+07,,Surface,7,Image 1,1,16,
1.92786e+08,,Surface,7,Image 1,1,17,
