
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
202.634,332.476,30.4504,um,Surface,Position,1,0,
331.882,228.964,30.1235,um,Surface,Position,1,1,
250.149,280.129,32.464,um,Surface,Position,1,2,
205.028,251.394,26.9418,um,Surface,Position,1,3,
319.723,142.614,29.6416,um,Surface,Position,1,4,
263.999,182.055,31.9534,um,Surface,Position,1,5,
108.727,301.157,26.4502,um,Surface,Position,1,6,
343.874,82.1273,29.6832,um,Surface,Position,1,7,
278.13,110.352,25.4553,um,Surface,Position,1,8,
159.689,247.812,27.6621,um,Surface,Position,1,9,
172.779,169.247,26.814,um,Surface,Position,1,10,
276.294,60.8079,30.1054,um,Surface,Position,1,11,
68.5785,230.865,26.4995,um,Surface,Position,1,12,
28.89,269.21,28.3578,um,Surface,Position,1,13,
245.57,30.1183,29.908,um,Surface,Position,1,14,
27.9521,212.717,27.8987,um,Surface,Position,1,15,
54.3354,128.877,31.8363,um,Surface,Position,1,16,
17.1581,98.0712,30.3758,um,Surface,Position,1,17,
