
Area
 ==================== 
Area,Unit,Category,Time,ID,
3362.68,um^2,Surface,1,0,
12927.1,um^2,Surface,1,1,
11688.6,um^2,Surface,1,2,
2178.8,um^2,Surface,1,3,
5348.47,um^2,Surface,1,4,
5813.96,um^2,Surface,1,5,
1298.92,um^2,Surface,1,6,
2973.19,um^2,Surface,1,7,
1196.12,um^2,Surface,1,8,
3776.27,um^2,Surface,1,9,
2354.77,um^2,Surface,1,10,
6336.61,um^2,Surface,1,11,
811.057,um^2,Surface,1,12,
6092.52,um^2,Surface,1,13,
2240.16,um^2,Surface,1,14,
3415.63,um^2,Surface,1,15,
2214.75,um^2,Surface,1,16,
651.168,um^2,Surface,1,17,
