
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6014.53,,Surface,5,Image 1,1,0,
2792.93,,Surface,5,Image 1,1,1,
4728.81,,Surface,5,Image 1,1,2,
6138.65,,Surface,5,Image 1,1,3,
4453.89,,Surface,5,Image 1,1,4,
3345.68,,Surface,5,Image 1,1,5,
3706.47,,Surface,5,Image 1,1,6,
4140.93,,Surface,5,Image 1,1,7,
9262.68,,Surface,5,Image 1,1,8,
7250,,Surface,5,Image 1,1,9,
6896.28,,Surface,5,Image 1,1,10,
4576.56,,Surface,5,Image 1,1,11,
1756.42,,Surface,5,Image 1,1,12,
6397.26,,Surface,5,Image 1,1,13,
3596.14,,Surface,5,Image 1,1,14,
5678.68,,Surface,5,Image 1,1,15,
3782.44,,Surface,5,Image 1,1,16,
1321.16,,Surface,5,Image 1,1,17,
