
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1052,,Surface,4,Image 1,1,0,
781,,Surface,4,Image 1,1,1,
798,,Surface,4,Image 1,1,2,
1173,,Surface,4,Image 1,1,3,
1037,,Surface,4,Image 1,1,4,
984,,Surface,4,Image 1,1,5,
1234,,Surface,4,Image 1,1,6,
1336,,Surface,4,Image 1,1,7,
1406,,Surface,4,Image 1,1,8,
1176,,Surface,4,Image 1,1,9,
1050,,Surface,4,Image 1,1,10,
976,,Surface,4,Image 1,1,11,
1404,,Surface,4,Image 1,1,12,
675,,Surface,4,Image 1,1,13,
865,,Surface,4,Image 1,1,14,
1088,,Surface,4,Image 1,1,15,
1051,,Surface,4,Image 1,1,16,
1306,,Surface,4,Image 1,1,17,
