
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
2319.54,,Surface,3,Image 1,1,0,
7142.38,,Surface,3,Image 1,1,1,
3987.91,,Surface,3,Image 1,1,2,
4127.46,,Surface,3,Image 1,1,3,
4548.7,,Surface,3,Image 1,1,4,
5042.54,,Surface,3,Image 1,1,5,
5859.44,,Surface,3,Image 1,1,6,
3075.64,,Surface,3,Image 1,1,7,
2787.49,,Surface,3,Image 1,1,8,
3819.38,,Surface,3,Image 1,1,9,
4051.86,,Surface,3,Image 1,1,10,
4627.18,,Surface,3,Image 1,1,11,
2903.2,,Surface,3,Image 1,1,12,
4192.98,,Surface,3,Image 1,1,13,
