
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
10414.8,,Surface,4,Image 1,1,0,
9148.2,,Surface,4,Image 1,1,1,
13517.5,,Surface,4,Image 1,1,2,
12248.1,,Surface,4,Image 1,1,3,
13823.3,,Surface,4,Image 1,1,4,
15145.5,,Surface,4,Image 1,1,5,
12326.5,,Surface,4,Image 1,1,6,
7721.08,,Surface,4,Image 1,1,7,
7192.79,,Surface,4,Image 1,1,8,
14962.7,,Surface,4,Image 1,1,9,
6015.06,,Surface,4,Image 1,1,10,
11889.1,,Surface,4,Image 1,1,11,
11296.7,,Surface,4,Image 1,1,12,
7656.33,,Surface,4,Image 1,1,13,
