
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
342.017,315.795,16.7621,um,Surface,Position,1,0,
250.367,275.367,24.0661,um,Surface,Position,1,1,
217.648,259.214,17.2482,um,Surface,Position,1,2,
289.169,178.923,15.0886,um,Surface,Position,1,3,
317.621,127.991,10.3936,um,Surface,Position,1,4,
201.489,222.366,10.6101,um,Surface,Position,1,5,
118.105,292.652,11.0507,um,Surface,Position,1,6,
344.083,61.0834,21.2342,um,Surface,Position,1,7,
121.663,278.065,25.0588,um,Surface,Position,1,8,
220.139,139.048,12.0972,um,Surface,Position,1,9,
264.793,26.1216,22.529,um,Surface,Position,1,10,
45.604,185.004,20.9559,um,Surface,Position,1,11,
158.45,21.522,14.4258,um,Surface,Position,1,12,
100.838,47.652,17.2399,um,Surface,Position,1,13,
