
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
66.7067,um,Surface,Image 1,1,1,
85.1044,um,Surface,Image 1,1,2,
56.099,um,Surface,Image 1,1,3,
21.8633,um,Surface,Image 1,1,4,
110.127,um,Surface,Image 1,1,5,
47.9545,um,Surface,Image 1,1,6,
0,um,Surface,Image 1,1,7,
56.9312,um,Surface,Image 1,1,8,
96.1489,um,Surface,Image 1,1,9,
12.2246,um,Surface,Image 1,1,10,
32.0522,um,Surface,Image 1,1,11,
0,um,Surface,Image 1,1,12,
33.8413,um,Surface,Image 1,1,13,
