
Intensity Max Ch=7 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
6993,,Surface,7,Image 1,1,0,
13765,,Surface,7,Image 1,1,1,
5679,,Surface,7,Image 1,1,2,
64696,,Surface,7,Image 1,1,3,
11362,,Surface,7,Image 1,1,4,
18431,,Surface,7,Image 1,1,5,
7206,,Surface,7,Image 1,1,6,
6002,,Surface,7,Image 1,1,7,
4792,,Surface,7,Image 1,1,8,
53961,,Surface,7,Image 1,1,9,
16387,,Surface,7,Image 1,1,10,
25172,,Surface,7,Image 1,1,11,
11663,,Surface,7,Image 1,1,12,
16375,,Surface,7,Image 1,1,13,
