
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
4559,,Surface,4,Image 1,1,0,
4962,,Surface,4,Image 1,1,1,
4132,,Surface,4,Image 1,1,2,
4039,,Surface,4,Image 1,1,3,
4605,,Surface,4,Image 1,1,4,
3308,,Surface,4,Image 1,1,5,
3901,,Surface,4,Image 1,1,6,
4633,,Surface,4,Image 1,1,7,
4769,,Surface,4,Image 1,1,8,
3222,,Surface,4,Image 1,1,9,
5239,,Surface,4,Image 1,1,10,
4608,,Surface,4,Image 1,1,11,
4644,,Surface,4,Image 1,1,12,
5435,,Surface,4,Image 1,1,13,
