
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
9,,Surface,2,Image 1,1,0,
128,,Surface,2,Image 1,1,1,
113,,Surface,2,Image 1,1,2,
63,,Surface,2,Image 1,1,3,
7,,Surface,2,Image 1,1,4,
54,,Surface,2,Image 1,1,5,
34,,Surface,2,Image 1,1,6,
32,,Surface,2,Image 1,1,7,
120,,Surface,2,Image 1,1,8,
100,,Surface,2,Image 1,1,9,
102,,Surface,2,Image 1,1,10,
75,,Surface,2,Image 1,1,11,
17,,Surface,2,Image 1,1,12,
21,,Surface,2,Image 1,1,13,
35,,Surface,2,Image 1,1,14,
79,,Surface,2,Image 1,1,15,
69,,Surface,2,Image 1,1,16,
0,,Surface,2,Image 1,1,17,
65,,Surface,2,Image 1,1,18,
14,,Surface,2,Image 1,1,19,
