
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.500193,,Surface,1,0,
0.330072,,Surface,1,1,
0.595638,,Surface,1,2,
0.341351,,Surface,1,3,
0.289216,,Surface,1,4,
0.340857,,Surface,1,5,
0.537396,,Surface,1,6,
0.55692,,Surface,1,7,
0.552037,,Surface,1,8,
0.560602,,Surface,1,9,
0.489657,,Surface,1,10,
0.562119,,Surface,1,11,
0.304171,,Surface,1,12,
0.448117,,Surface,1,13,
0.389104,,Surface,1,14,
0.314842,,Surface,1,15,
0.399947,,Surface,1,16,
0.533736,,Surface,1,17,
0.584359,,Surface,1,18,
0.403231,,Surface,1,19,
