
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
20.2189,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
6.62308,um,Surface,Image 1,1,3,
24.9526,um,Surface,Image 1,1,4,
51.3952,um,Surface,Image 1,1,5,
9.1962,um,Surface,Image 1,1,6,
49.1063,um,Surface,Image 1,1,7,
12.7866,um,Surface,Image 1,1,8,
89.4789,um,Surface,Image 1,1,9,
58.563,um,Surface,Image 1,1,10,
142.314,um,Surface,Image 1,1,11,
52.3363,um,Surface,Image 1,1,12,
53.4096,um,Surface,Image 1,1,13,
6.30331,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
98.7193,um,Surface,Image 1,1,17,
11.7091,um,Surface,Image 1,1,18,
0,um,Surface,Image 1,1,19,
