
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
61254,,Surface,1,Image 1,1,0,
64264,,Surface,1,Image 1,1,1,
53794,,Surface,1,Image 1,1,2,
61934,,Surface,1,Image 1,1,3,
65535,,Surface,1,Image 1,1,4,
60388,,Surface,1,Image 1,1,5,
56002,,Surface,1,Image 1,1,6,
65535,,Surface,1,Image 1,1,7,
12585,,Surface,1,Image 1,1,8,
65535,,Surface,1,Image 1,1,9,
41998,,Surface,1,Image 1,1,10,
65535,,Surface,1,Image 1,1,11,
65535,,Surface,1,Image 1,1,12,
65535,,Surface,1,Image 1,1,13,
55840,,Surface,1,Image 1,1,14,
60404,,Surface,1,Image 1,1,15,
60160,,Surface,1,Image 1,1,16,
65535,,Surface,1,Image 1,1,17,
64175,,Surface,1,Image 1,1,18,
55304,,Surface,1,Image 1,1,19,
