
Area
 ==================== 
Area,Unit,Category,Time,ID,
2027.36,um^2,Surface,1,0,
1676.78,um^2,Surface,1,1,
1217.86,um^2,Surface,1,2,
2477.87,um^2,Surface,1,3,
23638,um^2,Surface,1,4,
4195.91,um^2,Surface,1,5,
1692.23,um^2,Surface,1,6,
4156.13,um^2,Surface,1,7,
910.907,um^2,Surface,1,8,
2027.67,um^2,Surface,1,9,
1715.11,um^2,Surface,1,10,
1613.25,um^2,Surface,1,11,
20976,um^2,Surface,1,12,
5912.11,um^2,Surface,1,13,
1561.83,um^2,Surface,1,14,
8570.2,um^2,Surface,1,15,
1845.41,um^2,Surface,1,16,
3209.89,um^2,Surface,1,17,
2754.86,um^2,Surface,1,18,
6932.3,um^2,Surface,1,19,
