
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.127651,,Surface,1,0,
0.0394256,,Surface,1,1,
0.488101,,Surface,1,2,
0.0896647,,Surface,1,3,
0.0599737,,Surface,1,4,
0.251389,,Surface,1,5,
0.259584,,Surface,1,6,
0.0943823,,Surface,1,7,
0.293065,,Surface,1,8,
0.149268,,Surface,1,9,
0.206523,,Surface,1,10,
0.138671,,Surface,1,11,
0.0817809,,Surface,1,12,
0.0699248,,Surface,1,13,
0.0305774,,Surface,1,14,
0.256293,,Surface,1,15,
0.154899,,Surface,1,16,
0.104717,,Surface,1,17,
0.12462,,Surface,1,18,
0.135639,,Surface,1,19,
