
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2219,,Surface,4,Image 1,1,0,
2439,,Surface,4,Image 1,1,1,
2553,,Surface,4,Image 1,1,2,
2143,,Surface,4,Image 1,1,3,
2045,,Surface,4,Image 1,1,4,
2113,,Surface,4,Image 1,1,5,
2383,,Surface,4,Image 1,1,6,
2191,,Surface,4,Image 1,1,7,
2732,,Surface,4,Image 1,1,8,
2379,,Surface,4,Image 1,1,9,
2947,,Surface,4,Image 1,1,10,
2586,,Surface,4,Image 1,1,11,
2226,,Surface,4,Image 1,1,12,
2482,,Surface,4,Image 1,1,13,
2516,,Surface,4,Image 1,1,14,
2043,,Surface,4,Image 1,1,15,
2303,,Surface,4,Image 1,1,16,
2626,,Surface,4,Image 1,1,17,
2203,,Surface,4,Image 1,1,18,
2508,,Surface,4,Image 1,1,19,
