
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.30367e+09,,Surface,4,Image 1,1,0,
3.73434e+08,,Surface,4,Image 1,1,1,
6.87345e+08,,Surface,4,Image 1,1,2,
7.80916e+08,,Surface,4,Image 1,1,3,
2.82093e+10,,Surface,4,Image 1,1,4,
1.81308e+09,,Surface,4,Image 1,1,5,
9.86964e+08,,Surface,4,Image 1,1,6,
6.72816e+09,,Surface,4,Image 1,1,7,
3.4301e+08,,Surface,4,Image 1,1,8,
1.81747e+09,,Surface,4,Image 1,1,9,
1.06475e+09,,Surface,4,Image 1,1,10,
1.20173e+09,,Surface,4,Image 1,1,11,
2.54399e+10,,Surface,4,Image 1,1,12,
7.51755e+09,,Surface,4,Image 1,1,13,
4.27036e+08,,Surface,4,Image 1,1,14,
6.23272e+09,,Surface,4,Image 1,1,15,
7.05935e+08,,Surface,4,Image 1,1,16,
4.32631e+09,,Surface,4,Image 1,1,17,
3.32532e+09,,Surface,4,Image 1,1,18,
7.53307e+09,,Surface,4,Image 1,1,19,
