
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
33,,Surface,2,Image 1,1,0,
23,,Surface,2,Image 1,1,1,
0,,Surface,2,Image 1,1,2,
21,,Surface,2,Image 1,1,3,
53,,Surface,2,Image 1,1,4,
1,,Surface,2,Image 1,1,5,
12,,Surface,2,Image 1,1,6,
5,,Surface,2,Image 1,1,7,
61,,Surface,2,Image 1,1,8,
35,,Surface,2,Image 1,1,9,
35,,Surface,2,Image 1,1,10,
21,,Surface,2,Image 1,1,11,
7,,Surface,2,Image 1,1,12,
58,,Surface,2,Image 1,1,13,
0,,Surface,2,Image 1,1,14,
26,,Surface,2,Image 1,1,15,
