
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
492.218,um,Surface,Distance from Origin,1,0,
444.068,um,Surface,Distance from Origin,1,1,
451.759,um,Surface,Distance from Origin,1,2,
425.277,um,Surface,Distance from Origin,1,3,
372.144,um,Surface,Distance from Origin,1,4,
395.738,um,Surface,Distance from Origin,1,5,
360.347,um,Surface,Distance from Origin,1,6,
329.081,um,Surface,Distance from Origin,1,7,
276.511,um,Surface,Distance from Origin,1,8,
283.189,um,Surface,Distance from Origin,1,9,
276.905,um,Surface,Distance from Origin,1,10,
271.008,um,Surface,Distance from Origin,1,11,
256.683,um,Surface,Distance from Origin,1,12,
198.277,um,Surface,Distance from Origin,1,13,
148.182,um,Surface,Distance from Origin,1,14,
101.774,um,Surface,Distance from Origin,1,15,
