
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1853.99,,Surface,1,Image 1,1,0,
1646.36,,Surface,1,Image 1,1,1,
2076.77,,Surface,1,Image 1,1,2,
3600.87,,Surface,1,Image 1,1,3,
4458.89,,Surface,1,Image 1,1,4,
2594.36,,Surface,1,Image 1,1,5,
3334.82,,Surface,1,Image 1,1,6,
2286.69,,Surface,1,Image 1,1,7,
1010.41,,Surface,1,Image 1,1,8,
2878.43,,Surface,1,Image 1,1,9,
1500.89,,Surface,1,Image 1,1,10,
2491.23,,Surface,1,Image 1,1,11,
1063.58,,Surface,1,Image 1,1,12,
2147.7,,Surface,1,Image 1,1,13,
2568.2,,Surface,1,Image 1,1,14,
2293.66,,Surface,1,Image 1,1,15,
