
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
1.82022,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
60.5239,um,Surface,Image 1,1,4,
8.75327,um,Surface,Image 1,1,5,
14.052,um,Surface,Image 1,1,6,
47.4325,um,Surface,Image 1,1,7,
137.762,um,Surface,Image 1,1,8,
121.002,um,Surface,Image 1,1,9,
116.775,um,Surface,Image 1,1,10,
39.1382,um,Surface,Image 1,1,11,
80.1095,um,Surface,Image 1,1,12,
110.762,um,Surface,Image 1,1,13,
71.0434,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
