
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
381.157,,Surface,5,Image 1,1,0,
389.431,,Surface,5,Image 1,1,1,
567.306,,Surface,5,Image 1,1,2,
1977.63,,Surface,5,Image 1,1,3,
2334.77,,Surface,5,Image 1,1,4,
856.871,,Surface,5,Image 1,1,5,
1586.94,,Surface,5,Image 1,1,6,
422.189,,Surface,5,Image 1,1,7,
280.933,,Surface,5,Image 1,1,8,
1629.91,,Surface,5,Image 1,1,9,
494.741,,Surface,5,Image 1,1,10,
732.745,,Surface,5,Image 1,1,11,
730.674,,Surface,5,Image 1,1,12,
598.072,,Surface,5,Image 1,1,13,
1171.51,,Surface,5,Image 1,1,14,
1029.21,,Surface,5,Image 1,1,15,
