
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
348.822,347.099,11.1299,um,Surface,Position,1,0,
288.799,337.233,8.12685,um,Surface,Position,1,1,
309.417,328.751,16.4355,um,Surface,Position,1,2,
335.285,261.406,10.5464,um,Surface,Position,1,3,
280.083,245.005,4.17916,um,Surface,Position,1,4,
248.615,307.512,15.3471,um,Surface,Position,1,5,
329.489,145.184,14.4276,um,Surface,Position,1,6,
289.894,154.815,16.969,um,Surface,Position,1,7,
186.271,204.053,11.1369,um,Surface,Position,1,8,
217.015,181.571,11.5215,um,Surface,Position,1,9,
227.284,158.012,7.11882,um,Surface,Position,1,10,
264.789,55.8837,14.4492,um,Surface,Position,1,11,
98.9266,236.394,14.748,um,Surface,Position,1,12,
120.257,156.937,14.9244,um,Surface,Position,1,13,
105.722,102.981,13.2582,um,Surface,Position,1,14,
8.71003,101.016,8.81997,um,Surface,Position,1,15,
