
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
119,,Surface,3,Image 1,1,0,
140,,Surface,3,Image 1,1,1,
79,,Surface,3,Image 1,1,2,
141,,Surface,3,Image 1,1,3,
183,,Surface,3,Image 1,1,4,
87,,Surface,3,Image 1,1,5,
150,,Surface,3,Image 1,1,6,
47,,Surface,3,Image 1,1,7,
98,,Surface,3,Image 1,1,8,
132,,Surface,3,Image 1,1,9,
141,,Surface,3,Image 1,1,10,
185,,Surface,3,Image 1,1,11,
201,,Surface,3,Image 1,1,12,
267,,Surface,3,Image 1,1,13,
116,,Surface,3,Image 1,1,14,
218,,Surface,3,Image 1,1,15,
